product_id_1,product_id_2,similarity
P232915,P467028,0.7045
P232915,P421276,0.4973
P232915,P404322,0.4857
P244701,P469452,0.6813
P248404,P480604,0.6968
P248404,P399656,0.5313
P248404,P504882,0.4971
P248404,P500746,0.451
P248404,P480445,0.4502
P248407,P468354,0.8687
P248407,P375534,0.7558
P248407,P468821,0.6668
P248407,P480445,0.6448
P248407,P399656,0.6319
P251529,P479705,0.4257
P257537,P450290,0.4327
P257537,P416725,0.4071
P257537,P416538,0.4044
P257537,P428637,0.4038
P266126,P164932,0.5198
P269122,P377533,0.9449
P269122,P503912,0.7083
P269122,P481339,0.7046
P269122,P398761,0.7034
P269122,P474943,0.699
P270544,P270543,0.4171
P270594,P468634,1.0
P270594,P462339,0.7001
P270594,P504452,0.6285
P270594,P504795,0.4094
P270600,P475589,0.4434
P270600,P475590,0.4434
P270600,P395507,0.4091
P270600,P394702,0.4036
P278317,P399656,0.4515
P281835,P399755,0.6214
P281835,P395389,0.5855
P281835,P404465,0.4308
P282920,P302900,0.6207
P282920,P379995,0.452
P282920,P407040,0.4342
P282920,P427513,0.4111
P282920,P377576,0.4014
P283106,P271682,0.7398
P283501,P476028,0.5024
P283501,P504073,0.4732
P283501,P440504,0.4537
P283501,P456192,0.4394
P283501,P503991,0.4302
P296413,P475192,0.4452
P296413,P481334,0.4372
P296413,P448719,0.4353
P296413,P455676,0.425
P296413,P503933,0.4224
P296415,P404168,0.4887
P296415,P408273,0.4459
P296415,P455332,0.4443
P296415,P503998,0.4388
P296415,P430903,0.4364
P297516,P471567,0.565
P297516,P470048,0.5049
P297516,P377919,0.4739
P297524,P440933,0.959
P297524,P440929,0.4965
P297531,P408241,0.4101
P302103,P442003,0.7362
P302103,P500777,0.7025
P302103,P504289,0.6293
P302103,P420230,0.4407
P302103,P476028,0.4104
P302900,P455622,0.6131
P302900,P474940,0.6131
P302900,P379995,0.4804
P302900,P399934,0.4632
P302900,P427513,0.4337
P306941,P404232,0.6419
P309306,P463665,0.6318
P309306,P504073,0.48
P309308,P461535,0.4944
P309308,P402718,0.492
P309308,P455235,0.4906
P309308,P483495,0.4294
P309409,P376946,0.6381
P309409,P427513,0.4973
P309409,P405285,0.4931
P309409,P405286,0.4833
P309409,P448565,0.4637
P311143,P457521,0.4277
P3550,P474078,0.9624
P3550,P470548,0.5688
P3550,P501550,0.5469
P3550,P470243,0.4701
P3550,P479705,0.4455
P3617,P470243,0.5352
P374841,P474942,0.55
P374841,P501164,0.5323
P374841,P463613,0.525
P374841,P122727,0.5058
P374841,P481082,0.4683
P375534,P468354,0.7109
P375534,P468821,0.6212
P375534,P480604,0.5772
P375534,P480445,0.5699
P375534,P500746,0.5696
P375841,P451737,0.6794
P375841,P472981,0.4306
P375849,P426183,0.7854
P375849,P447773,0.473
P375849,P375853,0.4484
P375849,P428103,0.4244
P375849,P468412,0.4203
P375850,P468412,0.5743
P375852,P375864,0.4714
P375853,P447773,0.6095
P375853,P375864,0.5843
P375853,P428103,0.5507
P375853,P450262,0.4289
P375853,P375852,0.4182
P375864,P428103,0.4216
P375864,P450262,0.4074
P376726,P449835,0.9121
P376946,P405825,0.5647
P376946,P405285,0.5139
P376946,P427513,0.4276
P377178,P479696,0.4158
P377533,P398761,0.6871
P377533,P503912,0.6871
P377533,P474943,0.6826
P377533,P481975,0.6544
P377533,P481339,0.6406
P377561,P450917,0.9726
P377576,P427513,0.5522
P377576,P379995,0.5168
P377576,P309409,0.5119
P377576,P479839,0.4984
P377576,P481084,0.4984
P377577,P501164,0.6466
P377577,P440925,0.5522
P377577,P440926,0.5406
P377919,P442745,0.555
P377919,P470048,0.5271
P377919,P408241,0.52
P377919,P409834,0.5147
P377919,P409816,0.5102
P379510,P451737,0.6821
P379510,P504465,0.5942
P379510,P375841,0.4517
P379705,P442748,0.5372
P379707,P480354,0.5499
P379707,P392143,0.5357
P379707,P379710,0.5245
P379707,P500482,0.478
P379709,P392143,0.838
P379709,P500482,0.5743
P379709,P480354,0.5649
P379709,P502434,0.5522
P379709,P412407,0.5081
P379710,P392143,0.5968
P379710,P480354,0.4864
P379710,P379711,0.4422
P379710,P379709,0.4408
P379710,P500482,0.4201
P379711,P392143,0.8491
P379711,P379709,0.8338
P379711,P386739,0.7373
P379711,P500482,0.5826
P379711,P480354,0.5553
P379995,P427513,0.5362
P379995,P380030,0.4753
P379995,P481082,0.4673
P379995,P446908,0.4434
P379995,P422649,0.4378
P380000,P446102,0.9937
P380000,P380001,0.8724
P380000,P399934,0.686
P380001,P446102,0.8666
P380001,P427640,0.409
P380027,P297516,0.4053
P380030,P481082,0.9795
P380030,P481397,0.5492
P380030,P481081,0.537
P380030,P427513,0.5205
P380030,P422649,0.4804
P381020,P468637,0.4111
P381020,P470007,0.4017
P381030,P474941,0.5917
P381030,P385632,0.4235
P381030,P398717,0.4113
P38217,P4039,0.4139
P382204,P471111,0.6209
P382204,P483092,0.5945
P382204,P455676,0.5914
P382204,P458216,0.5886
P382204,P502725,0.5858
P382356,P383308,0.8335
P382356,P456407,0.5457
P382356,P475192,0.5258
P382356,P463964,0.5024
P382356,P483495,0.4633
P383054,P434550,0.4505
P383308,P456407,0.5264
P383308,P475192,0.5093
P383308,P463964,0.4855
P383308,P394702,0.4569
P383308,P483495,0.4385
P384537,P500716,0.6667
P384537,P388262,0.428
P384539,P500746,0.4659
P384539,P500756,0.4253
P384539,P399656,0.41
P384539,P480604,0.4096
P384778,P439626,0.435
P384778,P432256,0.4225
P384778,P457272,0.42
P384778,P391799,0.4176
P384778,P432255,0.4147
P385253,P409816,0.5096
P385253,P409834,0.5062
P385253,P470048,0.4006
P385320,P393600,0.6123
P385320,P428005,0.6092
P385320,P500464,0.6092
P385320,P402992,0.4766
P385320,P402993,0.4766
P385432,P188307,0.7197
P385432,P481062,0.4532
P385432,P469505,0.4147
P385631,P385632,0.7595
P385631,P474941,0.5656
P385631,P439648,0.4868
P385631,P393501,0.4277
P385631,P422648,0.4086
P385632,P474941,0.7273
P385773,P481975,0.4777
P385773,P503912,0.4762
P385773,P481339,0.4717
P385773,P474943,0.4698
P385773,P468850,0.4309
P386197,P474369,0.5493
P386739,P392143,0.6655
P386739,P500482,0.6427
P386739,P379709,0.6296
P386739,P480354,0.5867
P386739,P502434,0.5738
P386754,P386757,0.4317
P386760,P386762,0.4153
P387261,P502725,0.4232
P387261,P502740,0.4005
P388262,P404169,0.5388
P388262,P404168,0.4114
P391799,P432255,0.9834
P391799,P432256,0.4107
P391802,P460622,0.5828
P391802,P442001,0.4398
P392142,P449410,0.4842
P392142,P500482,0.448
P392142,P476737,0.4479
P392142,P503877,0.4439
P392142,P463665,0.441
P392143,P480354,0.7416
P392143,P500482,0.7324
P392143,P502434,0.6255
P392143,P412407,0.5962
P392143,P422848,0.5601
P392144,P462748,0.9852
P392144,P408301,0.4067
P392235,P504327,0.5794
P392245,P424378,1.0
P392246,P471761,0.5988
P392246,P501591,0.5654
P392246,P415777,0.4791
P392246,P474333,0.4722
P392246,P478731,0.4423
P392248,P440658,0.6167
P392248,P392249,0.596
P392249,P440658,0.6596
P392607,P502725,0.4482
P392648,P440929,0.405
P39274,P449599,0.9772
P39274,P473726,0.4778
P39274,P114902,0.464
P392891,P427513,0.4718
P392891,P481082,0.4157
P392891,P417359,0.4008
P392945,P388262,0.5034
P392945,P469508,0.488
P392945,P468850,0.4196
P392945,P469520,0.4141
P392945,P438648,0.405
P393076,P468821,0.4356
P393076,P468354,0.4256
P393076,P500746,0.4078
P393501,P469451,0.5131
P393600,P402993,0.9208
P393718,P402718,0.7035
P393718,P432053,0.6659
P394124,P446909,0.4424
P394124,P476733,0.4035
P394124,P482322,0.4035
P394624,P504852,0.7371
P394624,P504888,0.6808
P394624,P449175,0.6174
P394624,P435801,0.5848
P394624,P444057,0.5587
P394639,P394624,1.0
P394639,P504852,0.7371
P394639,P504888,0.6808
P394639,P449175,0.6174
P394639,P435801,0.5848
P394702,P408241,0.5358
P394702,P409834,0.5258
P394702,P409816,0.5166
P394702,P475590,0.4937
P394826,P503052,1.0
P395389,P399755,0.901
P395507,P442745,0.474
P395507,P470048,0.4734
P395507,P468143,0.4627
P395507,P409834,0.4615
P395507,P421996,0.4513
P395615,P478239,0.7193
P395723,P455341,0.4357
P397310,P422536,0.4134
P397310,P433446,0.4112
P397623,P397622,0.7609
P397624,P397625,0.5261
P397625,P504330,0.4519
P397625,P478020,0.4381
P397625,P473172,0.4348
P397625,P475143,0.4252
P397625,P203616,0.4224
P397626,P397627,1.0
P398761,P474943,0.9951
P398761,P503912,0.7391
P398761,P481339,0.6762
P398761,P481975,0.6695
P398761,P475192,0.5793
P399623,P417867,0.542
P399623,P504327,0.4985
P399623,P504218,0.4811
P399623,P399622,0.4717
P399623,P481168,0.4717
P399656,P480604,0.7286
P399656,P480445,0.6417
P399656,P468354,0.6337
P399656,P504882,0.5975
P399656,P461161,0.4916
P39970,P435387,0.927
P39970,P500012,0.5622
P399934,P446102,0.6811
P399934,P380001,0.665
P399934,P427513,0.4562
P399934,P427640,0.4233
P400203,P479904,1.0
P400203,P400205,0.4149
P400204,P479903,1.0
P400204,P456192,0.4943
P400204,P476028,0.4931
P400204,P418624,0.4739
P400204,P434336,0.4694
P400207,P480174,0.8298
P400207,P505316,0.7191
P400207,P474325,0.6963
P400207,P475196,0.6829
P400207,P503216,0.6156
P400259,P503294,0.7474
P400259,P505120,0.5665
P400259,P501591,0.5371
P4010,P471788,0.9619
P4010,P375853,0.4558
P4015,P4032,0.4174
P401570,P415747,0.485
P401570,P482058,0.4695
P401570,P443550,0.4659
P401570,P443549,0.4639
P401570,P470048,0.4128
P4016,P440651,0.9874
P4016,P467129,0.665
P4016,P254720,0.5136
P4016,P478020,0.4577
P402718,P432053,0.5739
P402718,P455235,0.4655
P402718,P461535,0.4628
P402718,P483495,0.4031
P402944,P402943,1.0
P402992,P402993,1.0
P402992,P393600,0.9208
P403748,P439626,0.7436
P403748,P481704,0.5101
P403817,P416824,0.5905
P403817,P122727,0.5299
P403817,P407040,0.483
P403817,P500771,0.4676
P403817,P448565,0.433
P403818,P420230,0.5877
P403818,P469490,0.5252
P403818,P432239,0.4962
P403818,P503868,0.4682
P403818,P504212,0.4557
P4039,P479696,0.4446
P404168,P455332,0.407
P404322,P467028,0.6806
P404322,P500155,0.4845
P404322,P460511,0.4164
P404322,P439927,0.4084
P404338,P503123,0.4016
P404465,P399755,0.6315
P404465,P395389,0.6026
P404465,P414737,0.5851
P404465,P472467,0.4812
P404793,P203616,0.516
P404793,P454389,0.5101
P404793,P478020,0.5094
P404793,P455227,0.4879
P404793,P473172,0.4787
P404794,P429953,0.4502
P405096,P449836,0.9829
P405285,P481397,0.4201
P405285,P479839,0.4094
P405285,P481084,0.4094
P405286,P405285,0.8013
P405286,P448565,0.486
P405286,P376946,0.4779
P405286,P500771,0.4125
P405286,P380030,0.4083
P405584,P440658,0.9077
P405584,P392249,0.787
P405584,P392248,0.7426
P405589,P409227,0.7268
P405589,P505335,0.5549
P405589,P501566,0.4585
P405589,P501585,0.4585
P405589,P429504,0.4555
P405599,P440306,0.9787
P405825,P406656,0.8655
P405825,P379995,0.4396
P405944,P484076,0.433
P406104,P464799,0.4721
P406104,P500244,0.4243
P406104,P392607,0.413
P406529,P408273,0.5102
P406656,P379995,0.4106
P406712,P503294,0.6926
P406712,P505120,0.5633
P406712,P501254,0.4047
P406941,P409227,0.8608
P406941,P405589,0.7892
P406941,P406942,0.6841
P406941,P430338,0.5708
P406941,P505335,0.4609
P406942,P409227,0.7288
P406942,P405589,0.5936
P406942,P430338,0.533
P406942,P505335,0.5169
P406942,P429504,0.4825
P407040,P427513,0.5445
P407040,P309409,0.5368
P407040,P405286,0.5241
P407040,P405285,0.5189
P407040,P448565,0.5122
P407387,P386762,0.4588
P407444,P283501,0.4804
P407444,P431840,0.4285
P407448,P456203,0.8267
P407448,P456401,0.5432
P407448,P432262,0.5382
P407448,P424988,0.4238
P407448,P474376,0.4125
P407450,P432262,0.8353
P407450,P456203,0.5917
P407450,P456401,0.5672
P407450,P407448,0.5669
P407450,P429683,0.4373
P408230,P505385,0.5791
P408230,P475083,0.5689
P408230,P446111,0.4175
P408241,P409834,0.842
P408241,P409816,0.8326
P408241,P442745,0.671
P408241,P470048,0.5836
P408241,P443550,0.4584
P408273,P482058,0.4313
P408301,P500482,0.5838
P408301,P392143,0.5395
P408301,P502434,0.5365
P408301,P480354,0.5364
P408301,P412407,0.499
P409227,P505335,0.4581
P409227,P501566,0.4261
P409227,P501585,0.4261
P409800,P444237,0.8274
P409816,P442745,0.6559
P409816,P470048,0.5756
P409816,P433446,0.4632
P409816,P443550,0.4141
P409816,P483495,0.4124
P409834,P409816,0.9923
P409834,P442745,0.6641
P409834,P470048,0.582
P409834,P433446,0.4636
P409834,P443550,0.4159
P410400,P461535,0.6595
P410400,P477830,0.474
P410400,P442761,0.4619
P410400,P483495,0.4601
P410400,P475197,0.4544
P410755,P468410,0.5288
P410755,P375864,0.4427
P410756,P410755,0.6547
P410756,P375864,0.4602
P410756,P468410,0.4519
P410883,P443833,0.4528
P410883,P446822,0.4061
P411365,P440650,0.9866
P411365,P505343,0.7096
P411365,P453929,0.558
P411365,P453928,0.4784
P411387,P441644,0.9241
P411387,P502977,0.7661
P411387,P473336,0.575
P411387,P501474,0.51
P411387,P411388,0.4643
P411388,P502977,0.7567
P411388,P475630,0.6923
P411388,P503872,0.6923
P411388,P416923,0.6845
P411388,P501474,0.5819
P411401,P467630,0.6348
P411401,P427641,0.4981
P411401,P426829,0.4204
P411401,P474844,0.4019
P411403,P427641,1.0
P411403,P426829,0.5528
P411403,P411401,0.4981
P411403,P480177,0.4797
P411403,P376135,0.4576
P411539,P448185,0.8087
P411539,P481700,0.7732
P411539,P423259,0.7013
P411539,P448184,0.669
P411539,P467615,0.5914
P411540,P471546,0.9641
P411540,P429250,0.5362
P411540,P481700,0.5306
P411881,P502186,0.624
P411881,P404232,0.5091
P411881,P474122,0.4068
P412025,P406104,0.6207
P412025,P505380,0.5226
P412025,P464799,0.481
P412025,P423254,0.4316
P412025,P500244,0.4204
P412407,P500482,0.5691
P412407,P480354,0.5433
P412407,P502434,0.5115
P412407,P503877,0.4373
P412407,P442748,0.4324
P413326,P403315,0.7511
P415202,P421271,0.4463
P415237,P426707,0.4545
P415619,P416728,0.9815
P415619,P504053,0.4646
P415620,P437477,0.617
P415620,P475159,0.5524
P415620,P502047,0.4229
P415620,P503345,0.4229
P415667,P500124,0.6229
P415667,P433468,0.4807
P415701,P458576,0.9199
P415701,P471065,0.9112
P415701,P505380,0.7601
P415701,P471062,0.6223
P415701,P471064,0.5589
P415771,P473160,1.0
P415771,P480355,0.6206
P415771,P503716,0.6206
P415771,P504327,0.484
P415771,P504303,0.4369
P415773,P410101,1.0
P415773,P456991,0.6596
P415777,P501591,0.4698
P415777,P400259,0.4631
P415777,P503294,0.4549
P415777,P475196,0.434
P415777,P471761,0.4259
P416139,P483495,0.4777
P416139,P475192,0.4168
P416312,P409631,0.4502
P416341,P426501,0.9187
P416341,P475961,0.9179
P416341,P501264,0.8002
P416341,P429637,0.6731
P416341,P430405,0.6651
P416344,P428636,1.0
P416344,P417114,0.7207
P416344,P417243,0.6616
P416344,P501264,0.6454
P416344,P417118,0.5563
P416538,P428637,0.9962
P416538,P416725,0.6637
P416538,P417115,0.5851
P416538,P501264,0.5626
P416538,P433962,0.5565
P416560,P423148,0.5185
P416560,P443350,0.5049
P416560,P483664,0.4709
P416560,P456192,0.4646
P416560,P421998,0.4562
P416561,P457512,0.5328
P416563,P484033,1.0
P416563,P480279,0.4688
P416563,P416564,0.4577
P416563,P503642,0.4152
P416564,P484033,0.4577
P416564,P438618,0.4379
P416564,P442843,0.4152
P416564,P481401,0.415
P416589,P416588,1.0
P416725,P417110,0.6776
P416725,P501264,0.6759
P416725,P433962,0.6717
P416725,P428637,0.6627
P416725,P428639,0.6514
P416728,P504053,0.4582
P416755,P478731,0.5685
P416755,P460554,0.5246
P416755,P483092,0.5222
P416755,P504417,0.5175
P416755,P470248,0.4992
P416815,P472180,0.717
P416815,P418872,0.5616
P416815,P454376,0.4775
P416815,P454377,0.4585
P416816,P472180,0.7551
P416816,P416815,0.6736
P416816,P418872,0.4708
P416816,P472050,0.4552
P416816,P431848,0.4506
P416824,P427513,0.5482
P416824,P407040,0.5437
P416824,P481397,0.5332
P416824,P479839,0.5272
P416824,P481084,0.5272
P416825,P479705,0.4331
P416825,P443842,0.4235
P416825,P427414,0.4075
P416825,P482328,0.4075
P416825,P433974,0.4053
P416923,P503872,0.9329
P416923,P502977,0.5873
P416923,P501474,0.5433
P416923,P473336,0.4614
P417107,P421249,0.7673
P417107,P430405,0.6632
P417107,P501264,0.6417
P417107,P417115,0.6054
P417107,P416725,0.6019
P417110,P501264,0.6553
P417110,P430405,0.6023
P417110,P428639,0.524
P417110,P475961,0.4906
P417111,P417110,0.5946
P417111,P501264,0.5529
P417111,P430405,0.5453
P417111,P461950,0.5396
P417111,P417243,0.534
P417114,P501264,0.7582
P417114,P428636,0.7207
P417114,P417110,0.6894
P417114,P416725,0.6486
P417114,P430405,0.6058
P417115,P433962,0.6442
P417115,P428639,0.6203
P417115,P461950,0.6137
P417115,P501264,0.609
P417115,P416725,0.5989
P417118,P430405,0.6443
P417118,P501264,0.6193
P417118,P417243,0.6092
P417118,P475961,0.5865
P417118,P461950,0.5591
P417238,P480165,0.6769
P417238,P503997,0.6419
P417238,P410400,0.5535
P417238,P437981,0.5314
P417238,P431840,0.5101
P417241,P428639,0.9913
P417241,P416725,0.6493
P417241,P421249,0.6479
P417241,P429637,0.6197
P417241,P417115,0.6194
P417242,P475961,0.638
P417242,P501264,0.6324
P417242,P417243,0.6025
P417242,P444964,0.571
P417242,P417114,0.5585
P417243,P417114,0.7789
P417243,P501264,0.7679
P417243,P428636,0.6616
P417243,P417110,0.6484
P417243,P430405,0.6466
P417359,P501153,0.413
P417604,P457439,0.4567
P417604,P429675,0.4296
P417604,P479688,0.4141
P417604,P461199,0.4097
P417604,P504417,0.4043
P417867,P403315,0.4484
P417867,P481168,0.4344
P417867,P504327,0.4311
P417867,P504218,0.4261
P417867,P454795,0.4261
P417936,P436353,0.969
P417936,P504272,0.6325
P417936,P500012,0.6032
P417936,P501751,0.5934
P417936,P457005,0.5812
P417980,P479646,1.0
P417984,P443383,0.6964
P418218,P454794,0.9819
P418218,P504203,0.7709
P418218,P502365,0.7531
P418218,P504327,0.6461
P418218,P440934,0.477
P418221,P429508,0.5856
P418221,P442267,0.5499
P418346,P418629,0.4074
P418346,P416139,0.4074
P418624,P468684,0.444
P418624,P430146,0.4208
P418624,P476028,0.4108
P418624,P471046,0.4051
P418624,P428816,0.4044
P418629,P416139,1.0
P418629,P483495,0.4777
P418629,P475192,0.4168
P418872,P472180,0.4203
P419221,P501591,0.5462
P419222,P419221,0.9778
P419222,P501591,0.5518
P420143,P500482,0.5494
P420143,P412407,0.5246
P420143,P408301,0.507
P420143,P392143,0.5011
P420143,P502434,0.4969
P420158,P450210,0.5421
P420158,P450211,0.5352
P420158,P460554,0.4539
P420158,P479688,0.446
P420158,P504417,0.4294
P420224,P504881,0.5832
P420224,P471009,0.4656
P420224,P504790,0.4514
P420224,P474333,0.4455
P420224,P503655,0.4447
P420638,P442741,0.4017
P420652,P504212,0.8692
P420652,P503868,0.8624
P420652,P469490,0.7941
P420652,P504208,0.6607
P420652,P443563,0.5368
P420699,P479352,0.4846
P421235,P504851,0.9548
P421235,P502608,0.8169
P421235,P475083,0.7523
P421235,P505385,0.7499
P421243,P457517,0.6109
P421243,P474832,0.5066
P421243,P504289,0.4281
P421249,P417115,0.6618
P421249,P430405,0.6517
P421249,P428639,0.6471
P421249,P501264,0.6328
P421249,P416725,0.6136
P421275,P503721,0.7908
P421275,P503683,0.7401
P421275,P428250,0.5161
P421275,P443834,0.4214
P421276,P404322,0.5665
P421276,P467028,0.5555
P421276,P500155,0.5307
P421277,P456990,0.9828
P421277,P432045,0.644
P421277,P504443,0.6416
P421277,P500716,0.6085
P421277,P480274,0.4598
P421432,P467129,0.5115
P421600,P480174,0.5514
P421600,P452004,0.52
P421600,P474325,0.5048
P421600,P504424,0.4618
P421600,P505316,0.4591
P421996,P422510,0.9676
P421996,P505614,0.9292
P421996,P505499,0.7458
P421996,P504464,0.6495
P421996,P422011,0.606
P421997,P461947,0.4668
P421998,P445951,0.9897
P421998,P483664,0.6871
P421998,P422003,0.4743
P421998,P430146,0.4593
P421998,P434336,0.448
P422002,P422248,0.9098
P422002,P474060,0.888
P422002,P477811,0.5015
P422002,P504464,0.4714
P422003,P404793,0.4346
P422003,P456192,0.4322
P422003,P503991,0.4243
P422003,P504026,0.4155
P422003,P476028,0.4146
P422004,P422005,0.6439
P422005,P505615,0.5237
P422005,P505499,0.4483
P422005,P505614,0.4302
P422007,P505615,0.9745
P422007,P422011,0.6307
P422007,P505499,0.6291
P422007,P422005,0.533
P422007,P505614,0.4187
P422011,P505615,0.6191
P422011,P505499,0.6048
P422011,P505614,0.5739
P422011,P422005,0.5307
P422011,P504464,0.461
P422012,P422260,0.5034
P422013,P480176,1.0
P422022,P467628,0.9716
P422022,P455611,0.969
P422022,P505452,0.4039
P42204,P164932,0.9422
P42204,P42205,0.5917
P42204,P266126,0.5126
P42205,P164932,0.5823
P422248,P477811,0.524
P422248,P504464,0.4882
P422248,P422253,0.4072
P422260,P453826,0.4064
P422430,P422428,0.5184
P422510,P505614,0.9316
P422510,P505499,0.7481
P422510,P504464,0.6522
P422510,P422011,0.6255
P422510,P483664,0.4438
P422536,P433446,0.9923
P422536,P470048,0.5178
P422536,P468396,0.4775
P422536,P409834,0.4682
P422536,P409816,0.4678
P422648,P427640,0.4863
P422648,P481397,0.4727
P422648,P446908,0.4546
P422648,P422649,0.447
P422648,P454939,0.4445
P422649,P481397,0.5033
P422649,P481082,0.4903
P422649,P481081,0.4867
P422649,P427513,0.4639
P422848,P500482,0.592
P422848,P480354,0.4994
P422848,P502434,0.499
P422848,P476737,0.4012
P422905,P504888,0.7998
P422905,P504852,0.7704
P422905,P449175,0.5113
P422905,P444057,0.5051
P422905,P435801,0.5008
P423130,P455915,0.8445
P423130,P4039,0.4003
P423136,P443700,0.9767
P423136,P460624,0.5557
P423136,P505379,0.4272
P423136,P478020,0.423
P423136,P232902,0.4175
P423142,P423150,0.4995
P423142,P443351,0.4954
P423142,P460624,0.4719
P423142,P503933,0.4488
P423142,P459131,0.4366
P423143,P445822,0.4074
P423148,P443350,0.983
P423148,P446638,0.7291
P423148,P460624,0.5384
P423148,P407444,0.4852
P423148,P404793,0.4806
P423150,P443351,0.9862
P423150,P442742,0.4191
P423157,P423159,0.4394
P423163,P423166,0.7675
P423163,P423169,0.6533
P423163,P423167,0.5596
P423163,P423168,0.5592
P423163,P505280,0.4372
P423164,P423163,0.4906
P423164,P423166,0.4325
P423164,P423169,0.4007
P423165,P423169,0.7482
P423165,P423166,0.5809
P423165,P423163,0.5706
P423165,P202935,0.4857
P423165,P423167,0.4416
P423166,P423167,0.5014
P423166,P423168,0.4945
P423167,P423168,0.7688
P423167,P468407,0.4164
P423168,P468407,0.4073
P423169,P423166,0.6059
P423169,P423167,0.5522
P423169,P423168,0.5272
P423169,P505280,0.4199
P423254,P471062,0.7491
P423259,P448184,0.9124
P423259,P481700,0.7427
P423259,P448185,0.7109
P423259,P467615,0.6227
P423259,P481699,0.5639
P423264,P408542,0.6266
P423264,P417604,0.6106
P423264,P375354,0.4082
P423688,P467112,0.9772
P423688,P446638,0.5928
P423688,P460624,0.5398
P424948,P455235,0.5364
P424948,P483495,0.4855
P424984,P474376,0.6101
P424984,P456989,0.4691
P424984,P433440,0.4667
P424984,P424987,0.4241
P424985,P424984,0.88
P424985,P474376,0.535
P424985,P456989,0.4545
P424985,P433440,0.4101
P424986,P474376,0.4691
P424986,P424990,0.4518
P424986,P433440,0.4399
P424986,P424984,0.4062
P424988,P474376,0.9923
P424988,P424989,0.7847
P424988,P424984,0.6203
P424988,P424990,0.5486
P424988,P424985,0.5465
P424989,P424984,0.7786
P424989,P474376,0.7749
P424989,P424985,0.7266
P424989,P424990,0.7083
P424989,P424986,0.5063
P424990,P424984,0.5874
P424990,P424985,0.5432
P424990,P474376,0.54
P424990,P424987,0.4613
P424990,P433440,0.4505
P426080,P454395,0.5952
P426080,P449158,0.4393
P426183,P428103,0.5758
P426183,P375853,0.5391
P426183,P443834,0.5042
P426183,P447773,0.4956
P426183,P375864,0.4897
P426340,P504327,0.409
P426501,P475961,0.9832
P426501,P501264,0.8208
P426501,P430405,0.6445
P426501,P417242,0.6386
P426501,P417243,0.6339
P426707,P456407,0.4282
P426829,P427641,0.5528
P426829,P443833,0.4013
P426836,P471547,0.9669
P426836,P480346,0.4521
P426836,P501591,0.4467
P426836,P505316,0.4069
P427397,P444225,0.4033
P427406,P479861,0.6247
P427406,P427414,0.568
P427406,P482328,0.568
P427406,P442759,0.5258
P427406,P427420,0.4595
